priority,listing_url,listing_name,host_name,area,bedrooms,cleanliness_score,overall_rating,num_reviews,host_total_listings,last_review,suggested_angle,status,notes
MULTI,https://www.airbnb.com/rooms/1275571889248858738,"1 BD- Central, Office & Balcony",Nibras,Tower Hamlets,1,4.96,5.0,23,2,2026-03-13,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1341339479648526119,Lovely 2 BED Tower Bridge Apartment Sleeps 6,Giorgio Co Host London,Tower Hamlets,2,4.91,4.7,23,37,2026-04-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1352100387815082303,Luxury 1BR Penthouse Canary Wharf & Paranomic View,Bespoke Concierge,Tower Hamlets,1,5.0,4.96,23,13,2026-05-12,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1476154013978930250,Central Stays: Liverpool Street,Paulina Ewa,Tower Hamlets,1,4.83,4.87,23,4,2026-05-08,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1513004235105143269,Cool Shoreditch Loft,Keith,Hackney,2,4.96,5.0,23,12,2026-06-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1520196666699401928,Modern 3 Bedroom Flat near O2 overlooking Thames,Max,Greenwich,3,4.96,5.0,23,10,2026-06-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/20404597,High -Rise  Waterfront Apartment,Kay,Tower Hamlets,2,4.82,4.64,22,5,2026-05-30,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/46457167,Studio flat loft conversion,Daniele,Greenwich,1,4.95,5.0,22,7,2026-05-31,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/601467517755771808,Stylish 3 bedroom Apartment in Aldgate (Zone1),Aarav,Tower Hamlets,3,4.82,4.77,22,4,2026-05-17,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/815352594325133700,Modern 3 Bedrooms house near Airport/London ExCel,Freweini,Newham,3,4.73,4.95,22,4,2026-06-06,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/861434416459608442,Luxury Apt in London Parking Available,Kevin,Waltham Forest,2,5.0,5.0,22,4,2026-01-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1132408135871703491,Lake View Apartment in East London,Rob,Waltham Forest,2,5.0,5.0,22,2,2026-06-08,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1223826694556325260,Home in the Heart of Hackney | WiFi | 1 Bed,Julie,Hackney,1,4.73,4.59,22,4,2026-05-24,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1232536586086007063,Unique 3BD Flat in Hoxton with Private Garden,Julie,Hackney,3,4.82,4.82,22,81,2026-06-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1303570600287709141,Cozy Studio: Perfect Blend of Style & Convenience,Richard,Hackney,,4.77,4.64,22,7,2026-06-21,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1338137030396179787,Family Appartment in East London,Tom,Waltham Forest,2,4.86,4.95,22,3,2026-06-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1363650392890264164,Stunning Shoreditch Apartment!,Lv,Hackney,3,4.95,4.91,22,7,2026-03-01,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1415657617085920311,Modern 1 Bed Flat with Free Parking,Rutendo,Tower Hamlets,1,4.95,4.77,22,3,2026-06-01,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1432588695008880634,Liverpool Street | 1 Bed Penthouse,Your Apartment,Tower Hamlets,1,4.86,4.77,22,37,2026-05-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1433499140902134424,Thames Family & Contractor Retreat w/Parking,Niro,Greenwich,2,4.82,4.82,22,5,2026-06-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1445534740891093232,Stunning Spacious 2 Bedroom Penthouse+Roof Terrace,Katerina,Greenwich,2,5.0,5.0,22,3,2026-06-15,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1446248991776334899,Stylish Designer London Cottage with Shared Garden,Katerina,Greenwich,3,5.0,5.0,22,3,2026-05-28,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1477358965087450663,Skyline retreat,John,Tower Hamlets,2,4.86,4.86,22,2,2026-06-09,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1499803775863368415,Royal Docks | Cozy Studio Flat B,Elza,Newham,,4.77,4.82,22,2,2026-06-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1520394772309881571,Designer Penthouse with City Views,Laura,Tower Hamlets,2,5.0,5.0,22,5,2026-05-11,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1591370007656296961,Canal-Side Modern Studio | Hackney Wick,Gabriela,Tower Hamlets,1,5.0,4.77,22,2,2026-06-23,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1605651221454914407,2Bed Riverside Apartment Parking WiFi Canary Wharf,Katarzyna,Tower Hamlets,2,4.73,4.95,22,3,2026-05-31,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1346531,Upside-Down House- Dalston,Ben,Hackney,2,4.71,4.86,21,2,2026-05-24,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/49601378,🌟 PREMIUM 2Bed in Canary Wharf with VIEWS! 🌟,Corporate Stays,Tower Hamlets,2,4.9,4.95,21,16,2026-02-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/640330205382789809,Spacious 1 Bedroom apartment/ flat in London,Miki,Tower Hamlets,1,5.0,5.0,21,2,2026-05-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/733417097081021690,"Greenwich 2BR | O2, Canary Wharf & ExCeL Links",Giuliano,Greenwich,2,4.9,4.9,21,13,2026-05-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/766841552126511180,Greenwich Oasis Near o2 arena with Spacious Charm,Olawale,Greenwich,1,4.95,4.9,21,2,2026-03-01,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/977343975577206137,Dalston London Fields family fun,Sorcha,Hackney,2,4.71,4.81,21,2,2025-12-30,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1048032099802538602,DA5 - Contemporary 2-Bedroom Duplex Penthouse,Short Stories London,Hackney,2,4.81,4.81,21,29,2026-01-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1163717430820131216,Next to Excel O2 Stunning 3 bed with Balcony,Kay,Newham,3,4.71,4.62,21,5,2026-05-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1208715218851534619,Luxury 1 bed flat Canary Wharf,Ellen J,Tower Hamlets,1,4.95,5.0,21,6,2026-05-31,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1211422910797142699,Beautiful Stratford House w/ Parking - Sleeps 8,Antonia,Newham,3,4.76,4.9,21,45,2026-06-01,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1232602042786571236,"Stunningly Vibrant 1BD Flat, Lower Clapton",Julie,Hackney,1,4.76,4.57,21,81,2026-05-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1334184983505020614,Spacious Two-Bedroom Flat Next to Shoreditch Park,Atilla,Hackney,2,4.81,4.9,21,25,2026-06-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1373786621751927831,Hoxton Apartment Near Old St Station | Sleeps 5-,Charlene,Hackney,2,4.86,4.9,21,21,2026-02-17,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1381330353914594758,Stunning Flat next to Tower bridge II,Em,Tower Hamlets,1,4.95,4.9,21,17,2026-05-28,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1409524369002101102,East London Studio • Minutes to Central London,Razi,Tower Hamlets,,4.81,4.86,21,2,2026-01-13,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1429700104278650795,large 2 bedroom apartment close to Central London,Nathan,Tower Hamlets,2,4.76,4.81,21,3,2026-06-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1430466649844106869,2-BR Flat AC Balcony Just Steps from Tower Bridge,Daniel,Tower Hamlets,2,4.71,4.9,21,17,2026-06-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1432592874655248145,Liverpool Street | Open 1 Bedroom,Your Apartment,Tower Hamlets,1,4.71,4.48,21,37,2026-05-31,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1443453185725036322,4-Bed Flat • 2.5 Baths • Balcony,Kyle,Hackney,4,4.81,4.76,21,12,2026-05-17,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1444258769729747234,"Luxury 2 Bed House near O2 Arena, Excel &City Ap",Deluxio Property Ltd,Newham,2,4.76,4.81,21,3,2026-04-12,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1461856562658492625,Spacious 4BR Home w/ Garden – Close to Transport,Olivia,Hackney,4,4.86,4.86,21,35,2026-06-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1483309097194829013,Free Parking Large Balcony  Central Location,No.8 Luxury Stays,Hackney,2,5.0,4.95,21,4,2026-06-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1493288639370579572,Sturry Street Apartments,Azure Realty Ltd,Tower Hamlets,1,4.76,4.57,21,5,2026-05-24,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1531748661495634672,Family 3 Bedroom Flat on the Thames near O2,Max,Greenwich,3,4.86,4.81,21,10,2026-05-17,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1549137460211062039,Excel & O2 Entire Apartment with Gym,JC Property Solutions,Newham,1,4.86,4.86,21,5,2026-06-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1573474018551821403,Prime 3Bed House | Sleeps 8 | 2.5 Baths | Parking,Faz,Newham,3,5.0,4.95,21,2,2026-06-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1577582705915581021,Tasteful 2BD Canalside Hideaway in Hackney,Julie,Hackney,2,4.76,5.0,21,55,2026-06-15,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1594983863883749478,Luxury 2BR Greenwich Apt |O2|Excel|City Escape,Jordan,Greenwich,2,4.76,4.95,21,2,2026-06-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/6485525,Well-equipped 4 bedroom family home with garden,Hayley,Waltham Forest,4,4.8,4.85,20,3,2026-03-16,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/17809965,Modern 3 bedroom Victorian town house with garden,Katherine,Newham,3,5.0,5.0,20,2,2026-04-26,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/685235571283144935,"Superhost 1 bedroom flat, 15mins to the center",Dora,Tower Hamlets,1,4.75,4.8,20,5,2026-03-29,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/931961307142830304,Modern house-near ExCel airport,Freweini,Newham,3,4.85,4.8,20,4,2026-05-01,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/935536575007680278,Small Flat Big Welcome. Close to Elizabeth line,Gino,Greenwich,1,4.8,4.85,20,6,2026-06-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1116721420147129056,"Bright Studio with Garden View, Finsbury Park 05",Antonia,Hackney,,4.95,4.95,20,45,2026-06-12,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1328337926412045090,"Stunning 3BD Flat, Parking, Sleeps SIX, Near Park",Vanessa,Greenwich,3,4.9,4.7,20,8,2026-06-05,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1363095367808348923,London Cosy 1 Bedroom Suite East wanstead Sleeps 2,Safwan,Newham,1,4.9,4.9,20,7,2026-04-23,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1383591490355628178,Modern 3BR House I Near Olympic Park & Westfield,LondonApartments,Newham,3,4.9,4.55,20,13,2026-04-26,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1387112821878102742,Home Sweet Home with Parking,Eduardo,Newham,2,4.8,4.85,20,4,2026-05-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1456439740823714289,East London Skyline Retreat,UnderTheDoormat,Tower Hamlets,2,4.85,4.85,20,51,2026-05-21,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1460314511201511473,3 Bedroom House in London with Garden,Ruth Boah,Waltham Forest,3,4.8,4.85,20,2,2026-02-08,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1510048793492168477,Sunnyhill Studio ensuite 5,Itzel,Hackney,1,4.75,4.4,20,4,2026-03-29,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1540509886232116478,Unique 2 Bedroom Apartment Closest to ExCeL London,Adeil,Newham,2,4.9,5.0,20,5,2026-06-18,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1635079236641173952,Cosy well located Besties,Dastan Shiraz,Newham,1,4.85,4.9,20,2,2026-06-10,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/21258288,Revamped Victorian Townhouse with garden from 1913,Phoebe,Waltham Forest,3,5.0,5.0,19,2,2025-12-29,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/52422839,Hackney Home - 1 bed flat in Stoke Newington,Daniel,Hackney,1,4.74,5.0,19,3,2026-01-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/536553254012270066,Cozy 1bed apart with free parking zone2 Stratford,Bermstone Keynest,Newham,1,4.74,4.53,19,8,2026-06-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1034002395488998257,"Central & Modern 1BD Flat with Balcony, Hackney!",Julie,Hackney,1,4.89,4.95,19,24,2026-01-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1074511102654782397,Corner Apartment overlooking the city and Thames,Kay,Tower Hamlets,2,4.89,4.95,19,5,2026-06-01,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1116733197178729447,"Bright Studio Near Station, Finsbury Park 07",Antonia,Hackney,,5.0,5.0,19,45,2026-03-18,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1182020658682472795,Chic 2BR apartment near Liverpool St. by GoldStays,Gold Stays Ltd,Tower Hamlets,2,4.84,4.95,19,7,2026-05-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1191085742562460545,Skyline View flat in East London,Kaz,Newham,1,4.84,4.84,19,3,2026-01-03,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1271750395939138554,Urban Penthouse in vibrant Hackney | 7min to tube,Alex,Newham,1,4.89,4.89,19,4,2026-06-12,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1332809841187661162,Modern apartment in East End,Marina,Tower Hamlets,,5.0,4.95,19,19,2026-06-21,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1370176182528105390,Shoreditch Apt w. Washer/Dryer | Old Street-Hoxton,Szymon,Hackney,1,4.94,4.89,19,30,2026-06-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1370781409984141131,Royal Docks | Cozy Studio Flat C,Enes,Newham,1,4.89,4.32,19,2,2026-05-17,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1379786664615660412,Hobson Woods Apartments - 1 bedroom Penthouse,Azure Realty Ltd,Waltham Forest,1,4.95,4.89,19,5,2026-06-01,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1412475760673915226,2BR Contractor Accomodation | London E15,Homestyle Hosts,Newham,2,4.79,4.79,19,9,2026-06-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1457253332082699569,ExCeL | Pool Table | Gym | Cinema | Sleeps 8,Jason,Newham,4,4.95,4.89,19,4,2026-05-31,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1463568630278550413,Stylish stay in East London,Daniel,Tower Hamlets,1,4.95,4.84,19,2,2026-06-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1518858186891125900,+Cosy 3BR Flat Walk to Tower Bridge & Aldgate East,Nain,Tower Hamlets,3,4.84,4.79,19,21,2026-03-31,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1527400416991369843,The Eades Natasha Landers 2 bed,UnderTheDoormat,Waltham Forest,2,5.0,4.89,19,51,2026-06-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1562991880018804425,TSA Limehouse | Cosy Studio Apartment,TSA Limehouse,Tower Hamlets,1,4.89,4.68,19,3,2026-06-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1585549055887146903,Stylish 2-Bed Flat • 1 Min to Limehouse Station,Zaineb,Tower Hamlets,2,4.79,4.74,19,8,2026-06-13,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/30170215,Large house & garden perfect for families & groups,Samantha,Waltham Forest,4,5.0,4.94,18,2,2026-04-06,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/52589307,Luxury One Bedroom Apartment in Canary Wharf,Rob,Tower Hamlets,1,4.94,4.67,18,4,2026-01-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/775284942998402268,"Luxury Versace 1 Bed, Hot Tub, Pool Table, Sky Tv",Damian,Waltham Forest,1,4.89,4.61,18,3,2026-05-12,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/789954794593691037,ShyTower,Shy,Tower Hamlets,2,5.0,4.89,18,19,2026-04-27,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/926624313297615465,Charming one-bed w/communal garden in Greenwich,Milana,Greenwich,1,4.94,4.61,18,35,2026-04-27,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/999014168533120258,"Large, sunny maisonette in Hackney",Jamie,Hackney,2,4.72,4.94,18,3,2026-06-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1025240244477674936,Large and Bright Apartment,Tasleem,Hackney,2,4.78,4.78,18,2,2026-06-14,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1105111144156949144,Newly Renovated Shoreditch's Flat with Park View,Antonio,Hackney,1,4.89,4.94,18,2,2026-05-02,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1173817458872246465,Contemporary on the Canal by Veeve,Veeve,Hackney,2,4.89,4.61,18,182,2026-04-05,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1298371079884744114,Large 2-bed with river views close to Canary Wharf,Murray Stays London,Tower Hamlets,2,4.94,4.89,18,54,2026-06-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1307928371749303203,Cosy 1BD Flat in Stoke Newington with Garden,Julie,Hackney,1,4.78,4.78,18,55,2026-06-09,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1315190565407426549,"Stylish Shoreditch Loft, panoramic views",Keith,Hackney,2,4.72,4.61,18,12,2026-06-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1315093701893237202,"3BDR Hoxton flat + Balcony near Old St, Shoreditch",Szymon,Hackney,3,4.78,4.83,18,30,2026-05-27,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1341440156276705239,Lovely waterfront apartment,Kay,Tower Hamlets,2,4.94,4.94,18,5,2026-05-13,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1382658882830652021,"Spacious 3BR, 2 Bath Apartment w/ Balcony Sleeps 6",Thiya,Tower Hamlets,3,4.89,4.83,18,30,2026-03-26,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1484156478877519077,"Cozy 3BR Flat | Patio, O2 & ExCeL",Deborah Caleb,Tower Hamlets,3,4.94,4.94,18,2,2026-05-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1486262829809648202,GuestReady - Studio by the Maritime Museum,GuestReady,Greenwich,,4.89,4.89,18,17,2026-04-04,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1503796127452144378,London Cosy 1 Bedroom Home Stratford Modern,Safwan,Waltham Forest,1,4.72,4.61,18,7,2026-04-26,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1508006974170448436,"Riverfront 3 bedroom flat, North Greenwich, Excel",Olga,Greenwich,3,5.0,4.94,18,3,2026-06-07,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1523935153466555378,Finsbury Park Apt w. Garden near Emirates Stadium,Szymon,Hackney,1,4.78,4.78,18,30,2026-05-29,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1531923479177399462,Stunning Three-Bedrooms Apartment,Adam,Newham,3,4.83,4.72,18,17,2026-06-01,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1548807074937153925,"New Stylish 2 Bedrooms, 2 Bathroom, Balcony Flat",LondonApartments,Newham,2,4.94,4.94,18,13,2026-06-05,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1571692153679036707,Shoreditch Vintage Market 2 Bedroom Flat,Raquel,Tower Hamlets,2,4.89,4.89,18,2,2026-06-05,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1597848905029367511,Stylish London zone 3 apartment,Daniel,Waltham Forest,2,4.78,4.89,18,8,2026-05-31,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1610257201692691326,"Bright Studio in the Heart of Hackney, E8",Melih,Hackney,1,4.89,4.44,18,4,2026-06-19,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1634102626500545958,Serene 1BD by London Fields and Victoria Park,Julie,Hackney,1,4.78,4.83,18,65,2026-06-15,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1627015538585489096,Charming Riverside flat with Covered Parking,Paolo,Tower Hamlets,1,4.94,5.0,18,6,2026-06-08,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1637678959398248758,2-Bedroom Apartment in Shoreditch | Old Street,Bobby,Tower Hamlets,2,4.89,4.83,18,17,2026-06-25,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/40549989,1 lovely bedroom flat in Central London,Nans,Tower Hamlets,1,4.88,4.94,17,2,2026-05-10,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/44345448,Spacious with Canal views. Big balcony & Parking,Luke,Tower Hamlets,1,4.76,4.88,17,6,2026-06-03,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/51581956,Lovely 2 bedroom 10th floor apartment,Cubo Apartments,Tower Hamlets,2,4.94,4.76,17,32,2026-04-28,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/53426653,The Woolwich 7 Bedroom Beautiful Home,Harry,Greenwich,7,4.82,4.82,17,29,2026-01-23,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/809481748064671711,4 min walk from the station 1 bedroom apartment,Elisa,Waltham Forest,1,4.94,4.82,17,2,2026-03-20,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/900131002335902070,"White Elegant Tranquility, Park Side Life",Meado,Newham,2,4.94,4.88,17,9,2026-04-22,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/910883244817593728,"Modern, bright large 2-bed flat - Zone 2",Sean,Hackney,2,4.71,4.88,17,2,2026-05-21,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/918828223988661166,Bright and cosy 2 bed appartment,Marlen And Gaetan,Hackney,2,5.0,5.0,17,2,2025-12-27,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/923680936999733129,"Brick Lane, London - Lovely One Bedroom Apartment",TruStay,Tower Hamlets,1,4.76,4.71,17,40,2026-01-22,Multi-unit host. Lead with reliability across properties + one team angle.,,
MULTI,https://www.airbnb.com/rooms/1029858460786370238,Stylish London garden home,Paul,Hackney,2,4.82,4.82,17,3,2025-12-30,Multi-unit host. Lead with reliability across properties + one team angle.,,
